sha256,file_size,packed,local_score,intel_score,score,heuristic_score,cfg_nodes,cfg_edges,cfg_cyclomatic,cfg_max_depth,cfg_avg_depth,cfg_loop_count,cfg_scc_count,strings_total_count,strings_b64_count,api_risk_score,platform,family,source
299619b6a0eea4046543792f73c51ee6496e135e392513869580f972f6009e63,9873408,1,77.0,0.0,77.0,77.0,159,213,56,159,57.1069,0,159,33729,755,46.0,Windows,ACRStealer,MalwareBazaar
47ae095fd9e5143798a70805a23eb294fc072170dac19c1fa112beca186d844a,17888861,0,31.0,0.0,31.0,31.0,25,34,11,25,9.2,0,25,58962,4134,4.0,Android,Android.Riskware.Installer,MalwareBazaar
327629c21782f90f4bd5f7c0779d05e9dbe87244dbf6bbef6703293700f2a620,347113,0,69.0,0.0,69.0,69.0,9,8,1,9,5.0,0,9,783,65,70.0,Windows,CobaltStrike,MalwareBazaar
1061cebf8ae68e988db7bf2e9b3b1801f829360ac7f6fb6ce37bb5b83ef13f33,1843200,0,16.0,0.0,16.0,16.0,6601,6150,0,83,32.8675,25,432,14280,224,12.0,Windows,ACRStealer,MalwareBazaar
521433d5e57056d9453e33f572757e5dde402d9b97b4edee522bff7dcaea579e,385024,1,23.0,0.0,23.0,23.0,62,68,8,62,27.8226,0,62,625,1,26.0,Windows,Emotet,MalwareBazaar
04a11791a61a8522af2817801860e6f93f487036d936f0287d28fa94b5837c53,4473344,1,27.0,0.0,27.0,27.0,111,117,8,111,52.1802,0,111,8372,7,22.0,Windows,Win.Packed.Generic,MalwareBazaar
0a108cca92abc4326b5897466ed7c8f7f8737d3aab14f59a8d1e5eb4a48167b9,14451452,0,28.0,0.0,28.0,28.0,64,96,34,64,20.2812,0,64,24233,150,8.0,Android,Android.Generic,MalwareBazaar
1ec3da86a88a4037bc288073ea564cab08c4faa903dffe304748ad8054f6fa18,14602940,0,31.0,0.0,31.0,31.0,36,46,12,36,13.6667,0,36,35708,301,0.0,Android,Android.Riskware.Installer,MalwareBazaar
40517a7274f989a4a9deb13160f0695772bfda13826b4e67a01140ef95432c5a,64,0,0.0,0.0,0.0,0.0,4,4,2,4,2.0,0,4,0,0,0.0,Windows,Win.Generic,MalwareBazaar
a94631b6e4abc306de25f0bac1618cba950ea2a1a258720b78507efa2a6dc28c,1664,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,7,1,0.0,Unknown,Unknown.Generic,Local
32cad76bb888bbbf53ee40977f90b612ca41b2af749eacaa3ad3af5d0c2da268,1009464,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2061,64,22.0,Windows,RemcosRAT,MalwareBazaar
47fd26b0a4504fc3a363580a57e95e1a98b14f7b0066e6b97c9f4ec4ed55ff43,1917568,0,26.0,0.0,26.0,26.0,140,161,23,140,60.4429,0,140,4963,258,22.0,Windows,Vidar,MalwareBazaar
1300d35cec323bcedb6231100f818b4169d61640b1d80409d403f6c85e1fb652,3758080,1,53.0,0.0,53.0,53.0,159,213,56,159,57.1069,0,159,20188,172,46.0,Windows,ACRStealer,MalwareBazaar
04a68582f89411908497308a591ec680ece61f60ae477eafcc20f4f03d8351bb,1421824,0,23.0,0.0,23.0,23.0,6202,5930,0,84,34.25,27,423,4492,76,10.0,Windows,ACRStealer,MalwareBazaar
39de4a90a9ea45452548651029f410c1946fcb66c330e93ba622efdc9630c359,1065472,1,29.0,0.0,29.0,29.0,111,117,8,111,52.1802,0,111,2149,71,0.0,Windows,Fuery,MalwareBazaar
3324b61cefd951578ba35d5af3db926dc33df77e6997f5c515269e689d870e6e,6221312,1,78.0,0.0,78.0,78.0,159,213,56,159,57.1069,0,159,34947,1696,46.0,Windows,ACRStealer,MalwareBazaar
40ff49194227b67044cd908f885cc45c9ec8af8c4c0c45be8829291018a1a23c,1761280,0,44.0,0.0,44.0,44.0,5014,6145,1133,82,32.6867,12,444,6562,89,26.0,Windows,Win.Suspicious.Generic,MalwareBazaar
2ad8bf48eb721677daab7141a7bd87292d4b3f0ffba5c3fe3fcfe0641a4ae10d,3584,0,5.0,0.0,5.0,5.0,16,22,8,16,5.75,0,16,42,3,0.0,Windows,Win.Generic,MalwareBazaar
05bb6d1557363b7f227e458b80ac03806f306e2004364598eb335b5bcb6f191a,4093440,1,31.0,0.0,31.0,31.0,111,117,8,111,52.1802,0,111,9235,104,0.0,Windows,Emotet,MalwareBazaar
50724c91065350fbee65e48d290226b6cdb12dca071aab4ea44e0e3f58295505,9692672,1,69.0,0.0,69.0,69.0,159,213,56,159,57.1069,0,159,64404,4182,46.0,Windows,ACRStealer,MalwareBazaar
173188d8eda45cd1ad937978beeac610799862b1ed18ef37cf3d10575421e04d,1325056,0,13.0,0.0,13.0,13.0,17,19,4,17,6.4118,0,17,1468,1871,0.0,Windows,ACRStealer,MalwareBazaar
134698c1813ea65f44fae6429060cb0d859ca10ad33cdba71334bcfb282b90c6,4473344,1,28.0,0.0,28.0,28.0,111,117,8,111,52.1802,0,111,8243,10,22.0,Windows,Win.Packed.Generic,MalwareBazaar
33c47942c21d84fb64295b61e73a2135a32559d010dd0d10e5b15c4c0c9f0660,4972544,0,20.0,0.0,20.0,20.0,2,1,1,2,1.5,0,2,4675,164,32.0,Windows,ACRStealer,MalwareBazaar
0628ad6d1fd836b13b22e75fa169502d8ce78b7ad20f0261eb5151da98437bca,26053444,0,38.0,0.0,38.0,38.0,64,96,34,64,20.2812,0,64,45837,435,12.0,Android,CoinMiner,MalwareBazaar
3eaa49a1229343c1885b08f13ecdc2638875f66fd851b7b2baa534894e56921d,1313157,0,30.0,0.0,30.0,30.0,9,15,8,9,3.2222,0,9,2180,49,4.0,Android,JackSkid,MalwareBazaar
2b7af4d5fd24ce4daaa2aada2db239d0ec17510d17a55beb214b70b8edc54fb6,835886,0,78.0,0.0,78.0,78.0,35,71,38,35,9.3143,0,35,3700,73,4.0,Android,SpyNote,MalwareBazaar
41474b00b02b03fca4fa0e6765d690d540b9a19b11478006acdd865d845ebe9a,1294353,0,54.0,0.0,54.0,54.0,13,23,12,13,4.2308,0,13,1986,25,4.0,Android,JackSkid,MalwareBazaar
4a4db2eb2b015025be9ca2ca26433cb2f6fb40eea69bf9035e3668fdfdf4ea25,3584,0,5.0,0.0,5.0,5.0,16,22,8,16,5.75,0,16,42,3,0.0,Windows,Win.Generic,MalwareBazaar
3493d2bc0e7a1b2ccbeca6e1dd2fbcef8109cc50289596816c89e154e4f2edde,1306094,0,35.0,0.0,35.0,35.0,13,22,11,13,4.3077,0,13,1978,24,4.0,Android,JackSkid,MalwareBazaar
17372844a0ecb548c70275a5e06f522a2445f2781410a246130757e0b7bc5396,733499,0,92.5,0.0,92.5,92.5,36,62,28,36,10.3333,0,36,1450,20,8.0,Android,SpyNote,MalwareBazaar
0bc832f900a1206f3d52cfd3535dcb0565ae63dc46f4d666430a016464b1190a,228352,1,29.0,0.0,29.0,29.0,42,48,8,42,17.9762,0,42,401,4,22.0,Windows,Emotet,MalwareBazaar
15892457638a37a0794793f17723b3dcd32adbdb676a2227430b0e9e76e7315f,96101830,0,33.5,0.0,33.5,33.5,25,42,19,25,7.6,0,25,280371,676,4.0,Android,Joker,MalwareBazaar
06f7dfdfbff03719082750fb11ca1f1fe720daa57f11c7d30d3b3277bfeceb13,8545457,0,36.0,0.0,36.0,36.0,11,21,12,11,3.4545,0,11,18205,16,30.0,Android,Arsink,MalwareBazaar
4a9c611455192a91d9289f6c318773d4bdd339edc04a359be4905e4f6e4a4a54,574948,0,22.0,0.0,22.0,22.0,9,16,9,9,3.2222,0,9,831,11,4.0,Android,JackSkid,MalwareBazaar
02b283f8f67578c289c8ad4f95fd764cca9519206d122b99146ccba25e5e6b06,58880,0,3.0,0.0,3.0,3.0,29,39,12,29,10.4483,0,29,147,1,38.0,Windows,Heodo,MalwareBazaar
35f06f91902faf5a4bc27c8b73f74b74aea6a6be2215ae1e990ee504ceb29e4f,11938031,0,18.0,0.0,18.0,18.0,21,26,7,21,8.5714,0,21,30582,353,30.0,Android,Arsink,MalwareBazaar
079a0c8df2797334c5709679fe2491351478b470ae529365c5287c831cf0bc86,32456602,0,81.5,0.0,81.5,81.5,133,157,26,133,55.3684,0,133,50766,201,8.0,Android,Android.Trojan.Overlay,MalwareBazaar
